# How each upstream command maps onto this CLI. Hand-edited judgment; the
# facts it refers to live in upstream.tsv.
#
# Columns: tool <TAB> upstream command <TAB> status <TAB> target-or-reason
#
#   alias     this CLI provides the capability under the name in column 4.
#             Counted as covered: a user can do the thing, though they may
#             have to spell it differently. The substitute is named here so
#             the claim can be checked rather than taken on trust.
#   excluded  this CLI will not provide it, for the reason in column 4.
#             Removed from the denominator, so it is never counted against
#             coverage — which is exactly why each reason has to be one
#             somebody can argue with.
#
# Anything absent from this file and from the CLI is simply missing, and shows
# up in the "Not yet" column. That is the roadmap, not a failure:
# `python3 scripts/parity.py --missing gog` prints it.
#
gog	update status	excluded	checking for new releases is the job of whatever package manager installed this
gog	upload	alias	drive upload
gog	youtube activities list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube channels list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube comments list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube playlists add	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube playlists create	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube playlists delete	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube playlists items list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube playlists list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube playlists remove	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube search list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube subscriptions list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube subscriptions subscribe	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube subscriptions unsubscribe	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	youtube videos list	excluded	YouTube Data API is consumer Google, not part of Google Workspace
gog	zoom auth doctor	excluded	Zoom is not a Google service and is outside the Google Workspace surface
gog	zoom auth setup	excluded	Zoom is not a Google service and is outside the Google Workspace surface
gws	calendar +agenda	alias	calendar agenda
gws	calendar +insert	alias	calendar create
gws	chat +send	alias	chat send
gws	docs +write	alias	docs append
gws	drive +upload	alias	drive upload
gws	events +renew	excluded	Workspace Events push subscriptions need a Pub/Sub topic and a long-lived listener process
gws	events +subscribe	excluded	Workspace Events push subscriptions need a Pub/Sub topic and a long-lived listener process
gws	gmail +forward	alias	gmail forward
gws	gmail +reply	alias	gmail reply
gws	gmail +reply-all	alias	gmail reply-all
gws	gmail +send	alias	gmail send
gws	gmail +triage	alias	gmail triage
gws	modelarmor +create-template	excluded	Model Armor is a Google Cloud security product, not part of Google Workspace
gws	modelarmor +sanitize-prompt	excluded	Model Armor is a Google Cloud security product, not part of Google Workspace
gws	modelarmor +sanitize-response	excluded	Model Armor is a Google Cloud security product, not part of Google Workspace
gws	sheets +append	alias	sheets append
gws	sheets +read	alias	sheets read
gws	workflow +email-to-task	alias	workflow email-to-task
gws	workflow +file-announce	alias	workflow file-announce
gws	workflow +meeting-prep	alias	workflow meeting-prep
gws	workflow +standup-report	alias	workflow standup-report
gws	workflow +weekly-digest	alias	workflow weekly-digest
